,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,SpendingScore,Family,Exited
211,15610383,628,North,Female,46,1,1031149000,4,137597000,60,Single,0
212,15690134,464,Mid,Female,42,3,1884944000,1,722061000,68,Single,0
213,15649160,554,North,Female,38,3,3052103000,1,854209000,65,Single,0
214,15764170,647,Mid,Male,44,4,2067128000,1,160950000,98,Single,0
215,15812607,663,Mid,Female,46,6,2099667000,1,92570000,16,Single,0
216,15755262,608,South,Female,41,3,1974804000,1,876941000,83,Married,0
217,15729238,631,Mid,Male,48,1,2340723000,1,662910000,100,Single,0
218,15641043,648,South,Male,35,7,0,2,345120000,91,Married,0
219,15676433,707,North,Female,36,6,0,1,434767000,84,Married,0
220,15636658,596,North,Male,36,2,0,2,53097000,3,Married,0
221,15622985,679,North,Female,39,4,0,1,760933000,19,Married,0
222,15736302,687,North,Male,48,4,0,2,751933000,53,Married,0
223,15585888,553,South,Female,48,3,0,1,135216000,91,Single,0
224,15603914,614,North,Male,40,6,0,1,89495000,84,Single,0
225,15616525,720,South,Male,31,4,3109842000,1,607137000,71,Married,0
226,15663625,501,North,Male,37,4,0,2,54869000,32,Married,0
227,15672185,590,North,Male,47,3,0,2,755808000,56,Single,0
228,15682868,850,North,Female,40,9,2195962000,1,721555000,67,Single,0
229,15684211,704,South,Female,44,9,3380451000,1,698468000,95,Single,0
230,15804002,691,North,Female,33,1,2822750000,1,499755000,63,Single,0
231,15774393,694,North,Female,30,9,0,2,118625000,47,Single,0
232,15606755,597,South,Female,46,4,0,2,258136000,94,Married,0
233,15679453,614,Mid,Female,39,8,2771939000,1,563417000,26,Single,0
234,15709639,717,North,Female,22,4,2474231000,1,409102000,27,Single,0
235,15661330,754,North,Male,37,6,0,1,511024000,36,Single,1
236,15583748,592,South,Male,38,8,0,2,793875000,8,Single,0
237,15573319,493,Mid,Female,35,8,3922987000,1,868686000,59,Married,0
238,15643916,619,South,Male,46,8,1372811000,1,582993000,60,Single,0
239,15764226,630,Mid,Female,28,8,2341367000,1,89517000,66,Single,0
240,15627971,504,North,Female,32,8,4546603000,1,71641000,31,Single,0
241,15691950,591,North,Male,49,3,0,2,220543000,51,Single,0
242,15752984,737,North,Female,70,9,1925944000,2,187338000,32,Single,0
243,15639946,597,Mid,Female,39,8,3575707000,3,158626000,1,Single,0
244,15723858,517,South,Male,39,3,0,2,54848000,24,Single,0
245,15669783,586,North,Female,60,3,1034454000,2,278261000,15,Married,0
246,15751593,570,Mid,Male,35,6,1884709000,1,464312000,83,Married,0
247,15772421,645,Mid,Female,31,1,2836414000,1,12540000,6,Single,0
248,15655952,550,North,Male,47,2,0,2,427052000,47,Single,0
249,15812365,850,North,Male,40,8,2261614000,1,267571000,74,Single,0
250,15673929,543,North,Male,64,4,0,2,652546000,7,Single,0
251,15713346,794,North,Male,24,6,3214789000,1,391565000,82,Single,0
252,15799600,640,Mid,Male,48,1,2455185000,1,598381000,26,Single,0
253,15783816,733,North,Female,28,5,0,2,56149000,83,Single,0
254,15693543,708,North,Female,33,8,0,2,67086000,22,Married,1
255,15602124,731,North,Male,30,7,0,2,812159000,89,Single,1
256,15581479,523,North,Male,30,1,1829988000,1,607978000,69,Married,0
257,15700854,595,South,Male,35,8,0,1,440069000,48,Married,0
258,15665802,642,South,Female,36,6,0,2,430930000,85,Single,0
259,15574072,786,North,Female,62,8,0,1,729092000,29,Married,0
260,15591980,753,North,Male,33,5,2696497000,2,364412000,29,Single,0
261,15799720,569,South,Male,43,8,3554027000,2,784024000,30,Single,0
262,15588587,752,North,Female,36,1,1910435000,1,463234000,45,Single,0
263,15654229,699,South,Male,47,1,0,2,132517000,12,Married,0
264,15764033,693,Mid,Female,43,1,2682414000,1,387178000,43,Single,0
265,15793046,619,North,Female,35,4,1989089000,1,90443000,84,Single,0
266,15727703,773,Mid,Male,34,10,2793555000,1,162022000,95,Single,0
267,15743075,659,North,Male,35,6,0,2,259068000,99,Single,0
268,15571816,850,South,Female,70,5,0,1,3103000,29,Married,0
269,15765457,719,South,Male,35,1,2218259000,1,726039000,9,Married,1
270,15596013,694,Mid,Female,58,1,3150669000,1,451566000,15,Married,0
271,15804814,759,North,Male,40,4,0,2,548309000,10,Single,0
272,15791535,592,North,Male,28,5,3018901000,1,174278000,58,Single,0
273,15797595,709,North,Female,40,9,2894532000,1,457471000,73,Married,0
274,15697597,631,North,Male,26,1,3281181000,1,544271000,12,Married,0
275,15579062,707,North,Male,32,9,0,2,135551000,95,Single,0
276,15810716,750,Mid,Male,42,8,3340400000,2,302260000,81,Married,0
277,15724466,744,Mid,Female,41,2,1850495000,1,869214000,16,Single,0
278,15702277,650,North,Male,34,4,2332122000,1,629179000,62,Married,0
279,15610416,745,North,Female,36,9,0,1,86263000,71,Single,1
280,15728224,710,Mid,Female,41,9,3281422000,2,185378000,62,Married,0
281,15764432,588,Mid,Female,42,2,3614771000,1,213392000,93,Single,0
282,15763431,698,North,Male,36,2,1810058000,2,410297000,45,Married,0
283,15720050,727,North,Female,28,2,2441951000,1,446309000,79,Single,0
284,15675422,544,North,Female,32,9,2436025000,1,64062000,88,Married,0
285,15673367,587,Mid,Male,33,6,2917274000,1,245413000,51,Married,0
286,15593900,705,North,Male,38,1,4167762000,1,469254000,49,Single,0
287,15787204,774,South,Female,43,1,2434224000,1,478739000,84,Single,0
288,15781210,711,North,Male,34,8,0,2,212345000,13,Single,0
289,15676571,850,North,Male,55,6,0,1,4155000,42,Single,0
290,15795963,687,North,Male,34,7,2857694000,1,126272000,3,Single,0
291,15672798,656,North,Female,45,7,3210532000,1,877325000,42,Married,1
292,15754267,697,Mid,Male,31,3,2393719000,2,544834000,3,Single,0
293,15748116,681,North,Female,29,2,3259164000,1,228894000,70,Married,1
294,15629273,638,Mid,Male,42,8,3193912000,1,851276000,57,Single,0
295,15572461,663,Mid,Female,29,4,2259722000,2,93152000,5,Single,0
296,15622192,724,South,Male,39,3,0,2,420476000,94,Single,0
297,15620111,659,North,Male,54,8,2935603000,1,249866000,39,Single,0
298,15609804,688,North,Male,29,1,0,2,680661000,77,Single,0
299,15619016,660,Mid,Male,46,5,2398432000,2,148194000,25,Single,0
300,15734005,633,North,Female,42,1,0,2,250209000,13,Single,0
301,15809227,850,North,Male,35,2,0,2,250763000,80,Single,0
302,15757188,644,South,Female,26,4,3376026000,2,363866000,88,Single,0
303,15593959,524,North,Male,28,1,2058701000,1,227352000,92,Single,0
304,15780498,634,North,Male,34,3,3190680000,1,184011000,69,Married,0
305,15766609,655,North,Female,47,10,0,2,738226000,99,Single,1
306,15733169,590,South,Male,22,4,2755843000,1,709514000,30,Single,0
307,15662532,757,Mid,Male,31,8,3279890000,2,867140000,69,Single,0
308,15583764,791,Mid,Male,31,1,2865287000,1,424805000,70,Single,0
309,15688849,609,North,Male,48,1,2376424000,3,811908000,83,Married,0
310,15585100,511,Mid,Female,40,9,2736835000,1,874783000,67,Married,0
311,15578908,725,South,Female,32,1,0,2,609511000,31,Married,0
312,15775295,630,North,Female,40,1,2609928000,1,264143000,22,Single,0
313,15674671,551,South,Male,76,2,2825036000,2,799562000,15,Single,0
314,15646374,766,Mid,Female,28,3,1379792000,2,58003000,34,Single,0
315,15770576,555,South,Male,50,7,2817342000,2,274450000,25,Single,0
316,15807837,640,North,Female,30,6,2364993000,1,825582000,58,Single,0
317,15688984,595,North,Male,20,2,2108269000,1,782052000,20,Single,0
318,15783338,449,South,Male,32,1,3423626000,1,733445000,32,Single,0
319,15705676,690,North,Female,35,9,2374775000,2,213305000,53,Single,0
320,15746183,573,North,Female,27,4,0,2,693218000,61,Married,0
321,15641416,732,Mid,Female,61,9,2087078000,2,693121000,3,Married,0
322,15621031,761,South,Male,27,8,0,2,278510000,33,Single,0
323,15693893,684,Mid,Male,59,9,2694364000,1,69551000,93,Single,0
324,15741728,591,South,Male,36,7,2974770000,1,536901000,25,Single,0
325,15569867,529,North,Female,29,8,0,2,87305000,5,Single,0
326,15575676,638,North,Male,24,1,0,2,715427000,24,Single,0
327,15605665,673,Mid,Female,69,3,1734329000,2,163663000,97,Single,0
328,15578787,641,North,Female,52,4,0,1,400244000,16,Married,0
329,15811690,793,Mid,Male,54,2,2837255000,1,81987000,5,Married,0
330,15802741,625,North,Female,51,7,2998489000,1,171017000,86,Married,0
331,15707473,850,Mid,Female,48,6,2463186000,1,491726000,100,Single,0
332,15567557,573,North,Male,27,2,2821347000,1,51178000,89,Married,0
333,15666430,579,North,Male,38,8,0,2,403760000,88,Married,0
334,15687558,640,Mid,Female,31,10,2609493000,1,741266000,21,Single,1
335,15721658,672,South,Female,56,2,4614881000,2,663055000,100,Single,0
336,15611729,703,Mid,Male,39,1,3114309000,1,137531000,7,Single,0
337,15642001,576,Mid,Male,44,9,2629671000,1,523849000,84,Single,0
338,15642394,529,South,Male,35,5,0,2,824069000,41,Single,0
339,15635597,644,North,Male,33,8,0,2,683294000,17,Single,0
340,15632143,652,North,Male,31,2,2621268000,1,658857000,48,Single,0
341,15790829,703,North,Female,45,5,0,2,580388000,75,Married,0
342,15617705,609,North,Female,39,8,3116855000,1,772923000,87,Married,0
343,15702801,677,North,Female,29,3,1905560000,1,404377000,30,Single,0
344,15760521,796,North,Female,50,1,2071608000,1,833425000,94,Married,0
345,15681026,795,Mid,Female,33,9,2300160000,1,531757000,86,Single,0
346,15719991,727,South,Female,52,1,3404147000,1,353143000,88,Married,0
347,15801658,580,North,Male,55,6,2294726000,1,773301000,78,Married,0
348,15799790,763,North,Male,35,9,0,1,138041000,96,Single,0
349,15604832,633,North,Male,29,7,0,1,572989000,49,Single,0
350,15599660,604,North,Male,36,6,2557057000,2,350387000,6,Single,1
351,15731148,558,North,Male,33,1,2386505000,1,480026000,75,Single,0
352,15742210,700,North,Male,38,9,1451178000,1,444182000,39,Single,0
353,15765537,687,Mid,Male,26,2,3139873000,1,675865000,98,Single,0
354,15574122,817,North,Male,34,5,2844125000,1,728476000,33,Single,0
355,15798605,686,Mid,Male,26,1,1263298000,1,348433000,84,Married,0
356,15687884,677,North,Male,37,3,1943987000,1,518964000,34,Single,0
357,15791030,612,North,Female,33,1,1427807000,2,450675000,83,Single,0
358,15598892,828,North,Male,30,4,1607544000,2,711353000,82,Single,0
359,15751333,695,North,Female,36,2,0,2,738098000,12,Single,0
360,15725068,701,South,Female,21,3,0,2,115841000,49,Single,0
361,15771856,632,South,Female,32,1,0,2,85913000,53,Single,0
362,15576945,582,North,Male,29,1,0,1,627072000,54,Married,0
363,15648362,728,Mid,Male,45,3,2396335000,2,370922000,97,Single,0
364,15662758,620,North,Male,41,1,2154352000,1,374001000,9,Single,0
365,15736299,729,North,Female,36,8,2400350000,1,533769000,58,Single,1
366,15659325,802,South,Male,40,5,0,2,770192000,55,Single,0
367,15672481,641,North,Male,37,6,0,2,199361000,86,Married,1
368,15706269,489,North,Female,47,8,2285676000,2,473552000,22,Single,0
369,15812230,670,Mid,Female,42,5,1089193000,3,441426000,56,Married,0
370,15767474,481,North,Female,57,9,0,3,746765000,22,Single,0
371,15671934,552,Mid,Male,39,2,2923951000,1,657291000,92,Single,0
372,15809616,626,South,Male,26,8,0,2,842251000,21,Single,0
373,15658306,693,North,Male,68,4,2149532000,1,270904000,78,Married,0
374,15724719,550,North,Female,22,4,3060131000,1,571520000,45,Single,0
375,15579109,574,Mid,Male,35,5,3604849000,1,66520000,82,Married,0
376,15679801,712,South,Female,39,5,3588146000,2,104291000,36,Married,0
377,15612092,646,Mid,Male,32,8,2318752000,1,343692000,38,Married,0
378,15645543,636,North,Female,34,3,0,2,196928000,49,Single,0
379,15653251,408,North,Female,84,8,1933215000,1,829332000,4,Married,0
380,15663294,703,North,Male,32,1,2765087000,1,247486000,11,Single,1
381,15640491,464,North,Female,33,10,3244861000,2,441969000,31,Single,1
382,15727177,557,North,Male,42,6,3912085000,1,664155000,68,Single,0
383,15775803,841,South,Male,41,1,0,2,849613000,22,Single,0
384,15805112,578,North,Male,38,7,1809704000,1,39587000,45,Single,0
385,15584930,726,Mid,Male,30,5,2450257000,2,11898000,73,Married,0
386,15779529,620,North,Male,32,7,0,2,152529000,77,Married,0
387,15666173,793,Mid,Female,32,1,2120998000,1,608044000,46,Single,0
388,15682533,850,North,Female,39,7,1743720000,1,822407000,59,Married,1
389,15593954,516,North,Female,47,6,2406521000,1,534008000,32,Married,0
390,15706552,533,North,Male,36,7,1876857000,1,689620000,31,Married,0
391,15777076,651,North,Male,36,7,0,2,61153000,23,Single,0
392,15783029,671,North,Male,34,7,2345282000,2,116106000,49,Single,0
393,15694995,712,North,Male,23,2,0,2,293901000,75,Married,0
394,15617029,596,South,Female,30,1,0,2,35752000,21,Single,0
395,15796496,631,North,Female,31,8,3029130000,1,836295000,91,Single,0
396,15756196,682,North,Male,50,6,2680014000,2,546266000,25,Single,0
397,15792473,598,Mid,Female,50,5,1944356000,3,282292000,80,Single,0
398,15795895,678,Mid,Male,36,1,2593027000,2,121524000,39,Married,0
399,15631813,621,North,Male,39,6,0,2,259089000,42,Married,0
400,15608381,585,Mid,Male,50,2,2768605000,1,41533000,30,Single,0
